doi,date,status,version
10.7554/eLife.00641,2013-03-19 13:01:14,VOR,1
10.7554/eLife.00312,2013-03-20 10:48:53,VOR,1
10.7554/eLife.00605,2013-03-20 10:48:53,VOR,1
10.7554/eLife.00260,2013-03-26 13:31:01,VOR,1
10.7554/eLife.00269,2013-03-26 13:31:01,VOR,1
10.7554/eLife.00625,2013-03-26 13:31:01,VOR,1
10.7554/eLife.00642,2013-03-26 13:31:01,VOR,1
10.7554/eLife.00648,2013-03-26 13:31:01,VOR,1
10.7554/eLife.00278,2013-04-02 12:16:09,VOR,1
10.7554/eLife.00367,2013-04-02 12:16:09,VOR,1
10.7554/eLife.00435,2013-04-02 12:16:09,VOR,1
10.7554/eLife.00482,2013-04-02 12:16:09,VOR,1
10.7554/eLife.00639,2013-04-02 12:16:09,VOR,1
10.7554/eLife.00655,2013-04-02 12:16:09,VOR,1
10.7554/eLife.00426,2013-04-09 12:01:19,VOR,1
10.7554/eLife.00444,2013-04-09 12:01:20,VOR,1
10.7554/eLife.00499,2013-04-09 12:01:20,VOR,1
10.7554/eLife.00659,2013-04-09 12:01:20,VOR,1
10.7554/eLife.00663,2013-04-09 12:01:20,VOR,1
10.7554/eLife.00692,2013-04-09 12:01:20,VOR,1
10.7554/eLife.00288,2013-04-16 14:06:23,VOR,1
10.7554/eLife.00362,2013-04-16 14:06:23,VOR,1
10.7554/eLife.00458,2013-04-16 14:06:23,VOR,1
10.7554/eLife.00459,2013-04-16 14:06:23,VOR,1
10.7554/eLife.00534,2013-04-16 14:06:23,VOR,1
10.7554/eLife.00676,2013-04-16 14:06:23,VOR,1
10.7554/eLife.00415,2013-04-16 17:11:22,VOR,1
10.7554/eLife.00729,2013-04-16 17:11:22,VOR,1
10.7554/eLife.00473,2013-04-30 12:01:33,VOR,1
10.7554/eLife.00481,2013-04-30 12:01:33,VOR,1
10.7554/eLife.00592,2013-04-30 12:01:33,VOR,1
10.7554/eLife.00767,2013-04-30 12:01:33,VOR,1
10.7554/eLife.00791,2013-04-30 12:01:33,VOR,1
10.7554/eLife.00799,2013-04-30 12:01:33,VOR,1
10.7554/eLife.00358,2013-04-30 15:56:34,VOR,1
10.7554/eLife.00421,2013-05-14 12:56:40,VOR,1
10.7554/eLife.00422,2013-05-14 12:56:40,VOR,1
10.7554/eLife.00467,2013-05-14 12:56:40,VOR,1
10.7554/eLife.00631,2013-05-14 12:56:40,VOR,1
10.7554/eLife.00804,2013-05-14 12:56:40,VOR,1
10.7554/eLife.00842,2013-05-14 12:56:40,VOR,1
10.7554/eLife.00757,2013-05-14 13:46:39,VOR,1
10.7554/eLife.00855,2013-05-16 18:02:06,VOR,1
10.7554/eLife.00429,2013-05-21 16:07:10,VOR,1
10.7554/eLife.00537,2013-05-21 16:07:11,VOR,1
10.7554/eLife.00594,2013-05-21 16:07:11,VOR,1
10.7554/eLife.00626,2013-05-21 16:07:11,VOR,1
10.7554/eLife.00873,2013-05-21 16:07:11,VOR,1
10.7554/eLife.00334,2013-05-28 19:18:56,VOR,1
10.7554/eLife.00425,2013-05-28 19:18:56,VOR,1
10.7554/eLife.00498,2013-05-28 19:18:56,VOR,1
10.7554/eLife.00658,2013-05-28 19:18:56,VOR,1
10.7554/eLife.00731,2013-05-28 19:18:56,VOR,1
10.7554/eLife.00856,2013-05-28 19:18:56,VOR,1
10.7554/eLife.00866,2013-05-28 19:18:56,VOR,1
10.7554/eLife.00895,2013-05-28 19:18:56,VOR,1
10.7554/eLife.00411,2013-06-04 16:02:22,VOR,1
10.7554/eLife.00523,2013-06-04 16:02:22,VOR,1
10.7554/eLife.00558,2013-06-04 16:02:22,VOR,1
10.7554/eLife.00704,2013-06-04 16:02:22,VOR,1
10.7554/eLife.00505,2013-06-11 15:02:33,VOR,1
10.7554/eLife.00640,2013-06-11 15:02:33,VOR,1
10.7554/eLife.00675,2013-06-11 15:02:33,VOR,1
10.7554/eLife.00744,2013-06-11 15:02:33,VOR,1
10.7554/eLife.00745,2013-06-11 15:02:33,VOR,1
10.7554/eLife.00903,2013-06-11 15:02:33,VOR,1
10.7554/eLife.00914,2013-06-11 15:02:33,VOR,1
10.7554/eLife.00992,2013-06-11 15:02:33,VOR,1
10.7554/eLife.00632,2013-06-14 14:13:00,VOR,1
10.7554/eLife.01045,2013-06-14 14:13:00,VOR,1
10.7554/eLife.00324,2013-06-18 18:46:53,VOR,1
10.7554/eLife.00603,2013-06-18 18:46:53,VOR,1
10.7554/eLife.00633,2013-06-18 18:46:53,VOR,1
10.7554/eLife.00668,2013-06-18 18:46:53,VOR,1
10.7554/eLife.00808,2013-06-18 18:46:53,VOR,1
10.7554/eLife.00933,2013-06-18 18:46:53,VOR,1
10.7554/eLife.00948,2013-06-18 18:46:53,VOR,1
10.7554/eLife.00954,2013-06-18 18:46:53,VOR,1
10.7554/eLife.00963,2013-06-18 18:46:53,VOR,1
10.7554/eLife.00518,2013-06-25 12:23:10,VOR,1
10.7554/eLife.00647,2013-06-25 12:23:10,VOR,1
10.7554/eLife.00669,2013-06-25 12:23:10,VOR,1
10.7554/eLife.00736,2013-06-25 12:23:10,VOR,1
10.7554/eLife.00747,2013-06-25 12:23:10,VOR,1
10.7554/eLife.00958,2013-06-25 15:12:06,VOR,1
10.7554/eLife.00569,2013-07-02 15:17:31,VOR,1
10.7554/eLife.00782,2013-07-02 15:17:31,VOR,1
10.7554/eLife.00790,2013-07-02 15:17:31,VOR,1
10.7554/eLife.00800,2013-07-02 15:17:31,VOR,1
10.7554/eLife.01029,2013-07-02 15:17:31,VOR,1
10.7554/eLife.01061,2013-07-02 15:17:31,VOR,1
10.7554/eLife.01108,2013-07-02 15:17:31,VOR,1
10.7554/eLife.01114,2013-07-02 15:17:31,VOR,1
10.7554/eLife.00778,2013-07-03 13:29:21,VOR,1
10.7554/eLife.00380,2013-07-09 14:57:30,VOR,1
10.7554/eLife.00666,2013-07-09 14:57:30,VOR,1
10.7554/eLife.00691,2013-07-09 14:57:30,VOR,1
10.7554/eLife.00710,2013-07-09 14:57:30,VOR,1
10.7554/eLife.00712,2013-07-09 14:57:30,VOR,1
10.7554/eLife.00801,2013-07-09 14:57:30,VOR,1
10.7554/eLife.01042,2013-07-09 14:57:30,VOR,1
10.7554/eLife.00299,2013-07-16 16:17:29,VOR,1
10.7554/eLife.00542,2013-07-16 16:17:29,VOR,1
10.7554/eLife.00708,2013-07-16 16:17:29,VOR,1
10.7554/eLife.00802,2013-07-16 16:17:29,VOR,1
10.7554/eLife.00825,2013-07-16 16:17:29,VOR,1
10.7554/eLife.00857,2013-07-16 16:17:29,VOR,1
10.7554/eLife.00899,2013-07-16 16:17:29,VOR,1
10.7554/eLife.01089,2013-07-16 16:17:29,VOR,1
10.7554/eLife.01138,2013-07-16 16:17:29,VOR,1
10.7554/eLife.00699,2013-07-23 16:27:31,VOR,1
10.7554/eLife.00762,2013-07-23 16:27:31,VOR,1
10.7554/eLife.00868,2013-07-23 16:27:31,VOR,1
10.7554/eLife.00953,2013-07-23 16:27:31,VOR,1
10.7554/eLife.01136,2013-07-23 16:27:31,VOR,1
10.7554/eLife.01140,2013-07-23 16:27:31,VOR,1
10.7554/eLife.01214,2013-07-23 16:27:31,VOR,1
10.7554/eLife.01221,2013-07-23 16:27:31,VOR,1
10.7554/eLife.01252,2013-07-23 16:27:31,VOR,1
10.7554/eLife.00768,2013-07-30 15:03:17,VOR,1
10.7554/eLife.00780,2013-07-30 15:03:17,VOR,1
10.7554/eLife.00792,2013-07-30 15:03:17,VOR,1
10.7554/eLife.00813,2013-07-30 15:03:17,VOR,1
10.7554/eLife.00845,2013-07-30 15:03:17,VOR,1
10.7554/eLife.01115,2013-07-30 15:03:17,VOR,1
10.7554/eLife.01159,2013-07-30 15:03:17,VOR,1
10.7554/eLife.00522,2013-08-06 13:57:58,VOR,1
10.7554/eLife.00654,2013-08-06 13:57:58,VOR,1
10.7554/eLife.00947,2013-08-06 13:57:58,VOR,1
10.7554/eLife.01135,2013-08-06 13:57:58,VOR,1
10.7554/eLife.00828,2013-08-08 13:02:51,VOR,1
10.7554/eLife.01127,2013-08-08 13:02:51,VOR,1
10.7554/eLife.00861,2013-08-13 15:01:57,VOR,1
10.7554/eLife.00967,2013-08-13 15:01:57,VOR,1
10.7554/eLife.01294,2013-08-13 15:01:57,VOR,1
10.7554/eLife.00785,2013-08-14 13:34:47,VOR,1
10.7554/eLife.00220,2013-08-20 12:52:28,VOR,1
10.7554/eLife.00863,2013-08-20 12:52:28,VOR,1
10.7554/eLife.01234,2013-08-20 12:52:28,VOR,1
10.7554/eLife.01270,2013-08-20 15:07:31,VOR,1
10.7554/eLife.00772,2013-08-27 14:55:31,VOR,1
10.7554/eLife.00824,2013-08-27 14:55:31,VOR,1
10.7554/eLife.00886,2013-08-27 14:55:31,VOR,1
10.7554/eLife.01084,2013-08-27 14:55:32,VOR,1
10.7554/eLife.01291,2013-08-27 14:55:32,VOR,1
10.7554/eLife.01328,2013-08-28 16:24:46,VOR,1
10.7554/eLife.00036,2013-09-03 20:45:47,VOR,1
10.7554/eLife.00723,2013-09-03 20:45:47,VOR,1
10.7554/eLife.00726,2013-09-03 20:45:47,VOR,1
10.7554/eLife.00759,2013-09-03 20:45:47,VOR,1
10.7554/eLife.00884,2013-09-03 20:45:47,VOR,1
10.7554/eLife.00943,2013-09-03 20:45:47,VOR,1
10.7554/eLife.01008,2013-09-03 20:45:47,VOR,1
10.7554/eLife.01233,2013-09-03 20:45:47,VOR,1
10.7554/eLife.01387,2013-09-03 20:45:47,VOR,1
10.7554/eLife.00247,2013-09-10 12:03:46,VOR,1
10.7554/eLife.00508,2013-09-10 12:03:46,VOR,1
10.7554/eLife.00533,2013-09-10 12:03:46,VOR,1
10.7554/eLife.00683,2013-09-10 12:03:46,VOR,1
10.7554/eLife.01456,2013-09-10 12:03:46,VOR,1
10.7554/eLife.00926,2013-09-17 12:03:28,VOR,1
10.7554/eLife.00951,2013-09-17 12:03:28,VOR,1
10.7554/eLife.01071,2013-09-17 12:03:28,VOR,1
10.7554/eLife.01074,2013-09-17 12:03:28,VOR,1
10.7554/eLife.01160,2013-09-17 12:03:28,VOR,1
10.7554/eLife.00750,2013-09-24 15:44:47,VOR,1
10.7554/eLife.00905,2013-09-24 15:44:47,VOR,1
10.7554/eLife.00971,2013-09-24 15:44:47,VOR,1
10.7554/eLife.01004,2013-09-24 15:44:47,VOR,1
10.7554/eLife.01030,2013-09-24 15:44:47,VOR,1
10.7554/eLife.01388,2013-09-24 15:44:47,VOR,1
10.7554/eLife.01414,2013-09-24 15:44:47,VOR,1
10.7554/eLife.01428,2013-09-24 15:44:47,VOR,1
10.7554/eLife.00961,2013-09-28 08:33:54,VOR,1
10.7554/eLife.01403,2013-09-28 08:33:54,VOR,1
10.7554/eLife.00844,2013-10-01 12:05:24,VOR,1
10.7554/eLife.01102,2013-10-01 12:05:24,VOR,1
10.7554/eLife.01120,2013-10-01 12:05:24,VOR,1
10.7554/eLife.01139,2013-10-01 12:05:24,VOR,1
10.7554/eLife.01279,2013-10-01 12:05:24,VOR,1
10.7554/eLife.01296,2013-10-01 12:05:24,VOR,1
10.7554/eLife.00776,2013-10-08 12:04:33,VOR,1
10.7554/eLife.00882,2013-10-08 12:04:34,VOR,1
10.7554/eLife.00994,2013-10-08 12:04:34,VOR,1
10.7554/eLife.01009,2013-10-08 12:04:34,VOR,1
10.7554/eLife.01149,2013-10-08 12:04:34,VOR,1
10.7554/eLife.01469,2013-10-08 12:04:34,VOR,1
10.7554/eLife.01494,2013-10-08 12:04:34,VOR,1
10.7554/eLife.01597,2013-10-08 12:04:34,VOR,1
10.7554/eLife.01663,2013-10-11 08:16:07,VOR,1
10.7554/eLife.00822,2013-10-15 12:04:46,VOR,1
10.7554/eLife.00999,2013-10-15 12:04:46,VOR,1
10.7554/eLife.01104,2013-10-15 12:04:46,VOR,1
10.7554/eLife.01514,2013-10-15 12:04:46,VOR,1
10.7554/eLife.01516,2013-10-15 12:04:46,VOR,1
10.7554/eLife.01605,2013-10-15 12:04:46,VOR,1
10.7554/eLife.00932,2013-10-22 18:54:51,VOR,1
10.7554/eLife.00966,2013-10-22 18:54:51,VOR,1
10.7554/eLife.01211,2013-10-22 18:54:51,VOR,1
10.7554/eLife.01541,2013-10-22 18:54:51,VOR,1
10.7554/eLife.01633,2013-10-22 18:54:51,VOR,1
10.7554/eLife.01700,2013-10-22 18:54:51,VOR,1
10.7554/eLife.01098,2013-10-29 14:54:40,VOR,1
10.7554/eLife.01123,2013-10-29 14:54:40,VOR,1
10.7554/eLife.01222,2013-10-29 14:54:41,VOR,1
10.7554/eLife.01236,2013-10-29 14:54:41,VOR,1
10.7554/eLife.01298,2013-10-29 14:54:41,VOR,1
10.7554/eLife.01340,2013-10-29 14:54:41,VOR,1
10.7554/eLife.01561,2013-10-29 14:54:41,VOR,1
10.7554/eLife.01599,2013-10-29 14:54:41,VOR,1
10.7554/eLife.00862,2013-11-05 14:00:10,VOR,1
10.7554/eLife.00924,2013-11-05 14:00:10,VOR,1
10.7554/eLife.00969,2013-11-05 14:00:10,VOR,1
10.7554/eLife.01133,2013-11-05 14:00:10,VOR,1
10.7554/eLife.01319,2013-11-05 14:00:10,VOR,1
10.7554/eLife.01202,2013-11-05 15:22:27,VOR,1
10.7554/eLife.01608,2013-11-05 15:22:27,VOR,1
10.7554/eLife.01816,2013-11-07 11:45:25,VOR,1
10.7554/eLife.00960,2013-11-12 13:02:23,VOR,1
10.7554/eLife.01086,2013-11-12 13:02:23,VOR,1
10.7554/eLife.01180,2013-11-12 13:02:23,VOR,1
10.7554/eLife.01213,2013-11-12 13:02:23,VOR,1
10.7554/eLife.01273,2013-11-12 13:02:23,VOR,1
10.7554/eLife.01587,2013-11-12 13:02:23,VOR,1
10.7554/eLife.00940,2013-11-19 13:11:38,VOR,1
10.7554/eLife.01345,2013-11-19 13:11:38,VOR,1
10.7554/eLife.01350,2013-11-19 13:11:38,VOR,1
10.7554/eLife.01515,2013-11-19 13:11:38,VOR,1
10.7554/eLife.01662,2013-11-19 13:11:38,VOR,1
10.7554/eLife.01323,2013-11-19 18:15:25,VOR,1
10.7554/eLife.01710,2013-11-19 18:15:25,VOR,1
10.7554/eLife.01157,2013-11-19 19:18:47,VOR,1
10.7554/eLife.01658,2013-11-19 19:18:48,VOR,1
10.7554/eLife.01293,2013-11-26 13:06:14,VOR,1
10.7554/eLife.01295,2013-11-26 13:06:14,VOR,1
10.7554/eLife.01738,2013-11-26 13:06:14,VOR,1
10.7554/eLife.01067,2013-11-26 15:18:56,VOR,1
10.7554/eLife.01760,2013-11-26 15:18:56,VOR,1
10.7554/eLife.01085,2013-11-28 12:52:53,VOR,1
10.7554/eLife.01096,2013-12-03 16:34:26,VOR,1
10.7554/eLife.01179,2013-12-03 16:34:26,VOR,1
10.7554/eLife.01228,2013-12-03 16:34:26,VOR,1
10.7554/eLife.01312,2013-12-03 16:34:26,VOR,1
10.7554/eLife.01519,2013-12-03 16:34:26,VOR,1
10.7554/eLife.01557,2013-12-03 16:34:26,VOR,1
10.7554/eLife.01680,2013-12-03 16:34:26,VOR,1
10.7554/eLife.01779,2013-12-03 16:34:26,VOR,1
10.7554/eLife.01979,2013-12-03 16:34:26,VOR,1
10.7554/eLife.00672,2013-12-10 13:07:29,VOR,1
10.7554/eLife.01289,2013-12-10 13:07:29,VOR,1
10.7554/eLife.01326,2013-12-10 13:07:29,VOR,1
10.7554/eLife.01341,2013-12-10 13:07:29,VOR,1
10.7554/eLife.01229,2013-12-10 15:55:27,VOR,1
10.7554/eLife.01809,2013-12-10 15:55:27,VOR,1
10.7554/eLife.01064,2013-12-10 17:01:01,VOR,1
10.7554/eLife.01820,2013-12-11 16:19:22,VOR,1
10.7554/eLife.01020,2013-12-12 10:56:22,VOR,1
10.7554/eLife.01169,2013-12-17 16:13:14,VOR,1
10.7554/eLife.01197,2013-12-17 16:13:14,VOR,1
10.7554/eLife.01299,2013-12-17 16:13:14,VOR,1
10.7554/eLife.01402,2013-12-17 16:13:14,VOR,1
10.7554/eLife.01426,2013-12-17 16:13:14,VOR,1
10.7554/eLife.01482,2013-12-17 16:13:14,VOR,1
10.7554/eLife.01501,2013-12-17 16:13:14,VOR,1
10.7554/eLife.01839,2013-12-17 16:13:14,VOR,1
10.7554/eLife.01845,2013-12-17 16:13:14,VOR,1
10.7554/eLife.01339,2013-12-20 12:46:34,VOR,1
10.7554/eLife.02094,2013-12-20 12:46:34,VOR,1
10.7554/eLife.00806,2013-12-24 13:09:21,VOR,1
10.7554/eLife.01119,2013-12-24 13:09:21,VOR,1
10.7554/eLife.01206,2013-12-24 13:09:21,VOR,1
10.7554/eLife.01287,2013-12-24 13:09:21,VOR,1
10.7554/eLife.01305,2013-12-24 13:09:21,VOR,1
10.7554/eLife.01503,2013-12-24 13:09:21,VOR,1
10.7554/eLife.01873,2013-12-24 13:09:21,VOR,1
10.7554/eLife.01893,2013-12-24 13:09:21,VOR,1
10.7554/eLife.00983,2013-12-31 13:03:56,VOR,1
10.7554/eLife.00996,2013-12-31 13:03:56,VOR,1
10.7554/eLife.01256,2013-12-31 13:03:56,VOR,1
10.7554/eLife.01462,2013-12-31 13:03:56,VOR,1
10.7554/eLife.01574,2013-12-31 13:03:56,VOR,1
10.7554/eLife.01749,2013-12-31 13:03:56,VOR,1
10.7554/eLife.01926,2013-12-31 13:03:56,VOR,1
10.7554/eLife.01968,2013-12-31 13:03:56,VOR,1
10.7554/eLife.01386,2014-01-07 13:00:28,VOR,1
10.7554/eLife.01539,2014-01-07 13:00:28,VOR,1
10.7554/eLife.01928,2014-01-07 13:00:28,VOR,1
10.7554/eLife.01369,2014-01-14 13:00:22,VOR,1
10.7554/eLife.01385,2014-01-14 13:00:22,VOR,1
10.7554/eLife.01439,2014-01-14 13:00:22,VOR,1
10.7554/eLife.01457,2014-01-14 13:00:22,VOR,1
10.7554/eLife.02322,2014-01-21 09:55:13,VOR,1
10.7554/eLife.01201,2014-01-21 13:22:55,VOR,1
10.7554/eLife.01239,2014-01-21 13:22:55,VOR,1
10.7554/eLife.01479,2014-01-21 13:22:55,VOR,1
10.7554/eLife.01488,2014-01-21 13:22:55,VOR,1
10.7554/eLife.01856,2014-01-21 13:22:55,VOR,1
10.7554/eLife.02062,2014-01-21 13:22:55,VOR,1
10.7554/eLife.02088,2014-01-21 13:22:55,VOR,1
10.7554/eLife.00590,2014-01-21 16:32:45,VOR,1
10.7554/eLife.01412,2014-01-28 14:36:06,VOR,1
10.7554/eLife.01434,2014-01-28 14:36:06,VOR,1
10.7554/eLife.01496,2014-01-28 14:36:06,VOR,1
10.7554/eLife.01604,2014-01-28 14:36:06,VOR,1
10.7554/eLife.01610,2014-01-28 14:36:06,VOR,1
10.7554/eLife.01754,2014-01-28 14:36:06,VOR,1
10.7554/eLife.01355,2014-01-28 15:59:27,VOR,1
10.7554/eLife.01481,2014-01-28 15:59:27,VOR,1
10.7554/eLife.01775,2014-01-28 15:59:27,VOR,1
10.7554/eLife.02061,2014-01-28 15:59:27,VOR,1
10.7554/eLife.02041,2014-01-29 14:16:46,VOR,1
10.7554/eLife.01374,2014-02-04 13:11:36,VOR,1
10.7554/eLife.01473,2014-02-04 13:11:36,VOR,1
10.7554/eLife.01584,2014-02-04 13:11:36,VOR,1
10.7554/eLife.01914,2014-02-04 13:11:36,VOR,1
10.7554/eLife.02087,2014-02-04 13:11:36,VOR,1
10.7554/eLife.01483,2014-02-04 16:41:10,VOR,1
10.7554/eLife.01607,2014-02-04 16:41:10,VOR,1
10.7554/eLife.02273,2014-02-04 16:41:10,VOR,1
10.7554/eLife.02199,2014-02-05 15:41:48,VOR,1
10.7554/eLife.01567,2014-02-11 13:00:52,VOR,1
10.7554/eLife.01569,2014-02-11 13:00:52,VOR,1
10.7554/eLife.01581,2014-02-11 13:00:52,VOR,1
10.7554/eLife.01603,2014-02-11 13:00:52,VOR,1
10.7554/eLife.01623,2014-02-11 13:00:52,VOR,1
10.7554/eLife.01715,2014-02-11 13:00:52,VOR,1
10.7554/eLife.01916,2014-02-11 13:00:52,VOR,1
10.7554/eLife.02171,2014-02-11 13:00:52,VOR,1
10.7554/eLife.02189,2014-02-11 13:00:52,VOR,1
10.7554/eLife.02394,2014-02-11 13:00:52,VOR,1
10.7554/eLife.02490,2014-02-11 13:00:52,VOR,1
10.7554/eLife.02046,2014-02-12 13:57:55,VOR,1
10.7554/eLife.00829,2014-02-18 15:58:18,VOR,1
10.7554/eLife.01460,2014-02-18 15:58:18,VOR,1
10.7554/eLife.01535,2014-02-18 15:58:18,VOR,1
10.7554/eLife.01833,2014-02-18 15:58:18,VOR,1
10.7554/eLife.01834,2014-02-18 15:58:18,VOR,1
10.7554/eLife.02289,2014-02-18 15:58:18,VOR,1
10.7554/eLife.01311,2014-02-19 10:47:56,VOR,1
10.7554/eLife.01489,2014-02-25 13:02:11,VOR,1
10.7554/eLife.01498,2014-02-25 13:02:11,VOR,1
10.7554/eLife.01524,2014-02-25 13:02:11,VOR,1
10.7554/eLife.01612,2014-02-25 13:02:11,VOR,1
10.7554/eLife.01637,2014-02-25 13:02:12,VOR,1
10.7554/eLife.01901,2014-02-25 13:02:12,VOR,1
10.7554/eLife.01963,2014-02-25 13:02:12,VOR,1
10.7554/eLife.01310,2014-03-04 13:02:19,VOR,1
10.7554/eLife.01322,2014-03-04 13:02:19,VOR,1
10.7554/eLife.01566,2014-03-04 13:02:19,VOR,1
10.7554/eLife.01630,2014-03-04 13:02:19,VOR,1
10.7554/eLife.01812,2014-03-04 13:02:19,VOR,1
10.7554/eLife.01879,2014-03-04 13:02:19,VOR,1
10.7554/eLife.02369,2014-03-04 13:02:19,VOR,1
10.7554/eLife.02387,2014-03-04 13:02:19,VOR,1
10.7554/eLife.01579,2014-03-04 15:12:01,VOR,1
10.7554/eLife.02386,2014-03-04 15:12:01,VOR,1
10.7554/eLife.01440,2014-03-05 14:58:57,VOR,1
10.7554/eLife.01308,2014-03-11 13:33:06,VOR,1
10.7554/eLife.01751,2014-03-11 13:33:06,VOR,1
10.7554/eLife.01828,2014-03-11 13:33:06,VOR,1
